,id,label,length,group
4278,MG944223.1,Phages,68798,train
4279,MK892851.1,Phages,37997,train
4280,MN204493.1,Phages,82302,train
4281,NC_013649.2,Phages,43809,train
4282,KF208639.2,Phages,163019,train
4283,MG557979.1,Phages,142567,train
4284,MK838110.1,Phages,42002,train
4285,MK620894.1,Phages,186383,train
4286,KX669658.1,Phages,41655,train
4287,JX126918.2,Phages,135281,train
4288,NC_024385.1,Phages,28193,train
4289,NC_027381.1,Phages,68365,train
4290,KX266372.1,Phages,5577,train
4291,DQ441424.1,Phages,186648,train
4292,MK972704.1,Phages,112879,train
4293,KX156152.1,Phages,162040,train
4294,MK448402.1,Phages,9421,train
4295,KU160658.1,Phages,15524,train
4296,GU071094.1,Phages,174079,train
4297,MH616677.1,Phages,4223,train
4298,NC_031256.1,Phages,53486,train
4299,KT353109.1,Phages,149732,train
4300,NC_001271.1,Phages,39600,train
4301,KC310802.1,Phages,46547,train
4302,KX397364.2,Phages,246290,train
4303,NC_028885.1,Phages,72378,train
4304,MH051264.1,Phages,68875,train
4305,KX266594.1,Phages,5577,train
4306,LN881725.1,Phages,61235,train
4307,NC_031091.1,Phages,43277,train
4308,KJ748011.1,Phages,39093,train
4309,MF775680.1,Phages,29294,train
4310,KP735248.1,Phages,170390,train
4311,NC_028990.1,Phages,38886,train
4312,MK327938.1,Phages,237307,train
4313,MG925338.1,Phages,68668,train
4314,JN831654.1,Phages,49228,train
4315,NC_024360.1,Phages,138036,train
4316,MH617584.2,Phages,3962,train
4317,MK540276.1,Phages,171823,train
4318,MH892383.1,Phages,36587,train
4319,MK448517.1,Phages,11944,train
4320,GQ866233.1,Phages,43970,train
4321,MK448405.1,Phages,14670,train
4322,GU071101.1,Phages,181044,train
4323,MN062185.1,Phages,50218,train
4324,MK892862.1,Phages,35951,train
4325,MK448783.1,Phages,37606,train
4326,MH853787.1,Phages,43557,train
4327,NC_028694.1,Phages,29407,train
4328,MH976514.1,Phages,57572,train
4329,MH616688.2,Phages,4484,train
4330,MH020236.1,Phages,51904,train
4331,MH271300.1,Phages,63119,train
4332,KJ133705.1,Phages,41142,train
4333,NC_019932.1,Phages,29564,train
4334,EU203571.2,Phages,53746,train
4335,MK773491.1,Phages,348718,train
4336,KX278418.2,Phages,44268,train
4337,NC_023733.1,Phages,154573,train
4338,MH616886.2,Phages,4420,train
4339,MG920059.1,Phages,68514,train
4340,KJ510412.1,Phages,57315,train
4341,MG575420.1,Phages,53343,train
4342,X03869.1,Phages,3466,train
4343,JN153085.1,Phages,51421,train
4344,MK448406.1,Phages,10429,train
4345,MH719193.1,Phages,38579,train
4346,MK448531.1,Phages,11884,train
4347,MK894437.1,Phages,41670,train
4348,MG711465.1,Phages,61716,train
4349,NC_021796.1,Phages,72534,train
4350,MN234227.1,Phages,64604,train
4351,GQ919031.1,Phages,90435,train
4352,KJ419279.1,Phages,56702,train
4353,LN828717.1,Phages,186736,train
4354,MH616808.2,Phages,4307,train
4355,MH572430.1,Phages,4432,train
4356,MK448336.1,Phages,14728,train
4357,EU418428.2,Phages,145542,train
4358,MH160392.1,Phages,75929,train
4359,KJ578772.1,Phages,29454,train
4360,AF217253.1,Phages,41724,train
4361,JX181824.1,Phages,147745,train
4362,MH617086.2,Phages,4305,train
4363,MH155871.1,Phages,58074,train
4364,MH633486.1,Phages,49387,train
4365,NC_031260.1,Phages,41170,train
4366,MK016497.1,Phages,42363,train
4367,KY092481.1,Phages,38411,train
4368,KX346246.1,Phages,29964,train
4369,MH552526.1,Phages,115924,train
4370,MK448509.1,Phages,9886,train
4371,MG845684.1,Phages,45058,train
4372,KU577463.1,Phages,157501,train
4373,KX266313.1,Phages,5577,train
4374,AB231700.1,Phages,162109,train
4375,MK012480.1,Phages,4389,train
4376,KR153145.1,Phages,31075,train
4377,MK448840.1,Phages,37952,train
4378,NC_011703.1,Phages,66235,train
4379,MK892803.1,Phages,30306,train
4380,JN006063.1,Phages,68804,train
4381,EU826467.1,Phages,153894,train
4382,JQ182733.1,Phages,44120,train
4383,MK448228.1,Phages,46342,train
4384,KX522650.1,Phages,70096,train
4385,MF001366.1,Phages,42285,train
4386,MF668283.1,Phages,54655,train
4387,MH572458.1,Phages,4299,train
4388,NC_009875.1,Phages,17938,train
4389,HM753664.1,Phages,5386,train
4390,JQ740794.1,Phages,32275,train
4391,KC013024.1,Phages,25740,train
4392,NC_016571.1,Phages,284757,train
4393,NC_012868.1,Phages,6094,train
4394,KU160656.1,Phages,51027,train
4395,Z18946.1,Phages,52297,train
4396,MK448836.1,Phages,38797,train
4397,KX266419.1,Phages,5577,train
4398,MH622927.1,Phages,58279,train
4399,KX266356.1,Phages,5577,train
4400,NC_031054.1,Phages,162415,train
4401,NC_010463.1,Phages,33693,train
4402,KY549154.1,Phages,46641,train
4403,NC_011645.1,Phages,37456,train
4404,NC_024149.1,Phages,18899,train
4405,KX266312.1,Phages,5577,train
4406,MN234232.1,Phages,67485,train
4407,MN114082.1,Phages,64629,train
4408,MK448777.1,Phages,35709,train
4409,FJ483841.1,Phages,4221,train
4410,KJ094029.1,Phages,135279,train
4411,JN660814.1,Phages,51083,train
4412,KX266454.1,Phages,5577,train
4413,MH572295.1,Phages,4122,train
4414,MK977705.1,Phages,90669,train
4415,MK448711.1,Phages,45029,train
4416,MH697593.1,Phages,44205,train
4417,NC_030918.1,Phages,36629,train
4418,MH617623.2,Phages,4534,train
4419,MG197996.1,Phages,39761,train
4420,MK310144.1,Phages,71059,train
4421,KR093652.1,Phages,54840,train
4422,MG646670.1,Phages,87609,train
4423,NC_029058.1,Phages,106071,train
4424,NC_028247.1,Phages,90000,train
4425,NC_028935.2,Phages,88698,train
4426,MH001450.1,Phages,60908,train
4427,MK376962.1,Phages,67662,train
4428,MH834606.1,Phages,38317,train
4429,DQ163912.1,Phages,39199,train
4430,MK721185.1,Phages,18286,train
4431,KF925357.1,Phages,166977,train
4432,NC_030695.1,Phages,52689,train
4433,AF513033.1,Phages,18227,train
4434,KJ578767.1,Phages,29421,train
4435,NC_022059.1,Phages,77367,train
4436,AF105037.1,Phages,119550,train
4437,MK801725.1,Phages,61890,train
4438,MK448882.1,Phages,33252,train
4439,KT728930.1,Phages,5215,train
4440,KT881477.1,Phages,41768,train
4441,MK448790.1,Phages,37744,train
4442,MH617043.2,Phages,4434,train
4443,MK947458.1,Phages,111347,train
4444,KR093653.1,Phages,34549,train
4445,MK892791.1,Phages,43783,train
4446,KX397366.1,Phages,244840,train
4447,MF919532.1,Phages,59873,train
4448,MH617564.1,Phages,4533,train
4449,KF306216.1,Phages,126406,train
4450,MK721183.1,Phages,18737,train
4451,MK524495.1,Phages,46538,train
4452,MK540379.1,Phages,171823,train
4453,DQ785801.1,Phages,52162,train
4454,L06183.1,Phages,2435,train
4455,MH316562.1,Phages,64877,train
4456,KP343683.1,Phages,297726,train
4457,MK524522.1,Phages,42595,train
4458,JN254800.1,Phages,66116,train
4459,MH576972.1,Phages,66610,train
4460,AF155037.1,Phages,10079,train
4461,MH572335.1,Phages,4148,train
4462,NC_022340.1,Phages,29464,train
4463,KT254131.1,Phages,65908,train
4464,MH572428.1,Phages,4242,train
4465,MN234205.1,Phages,59734,train
4466,NC_007810.1,Phages,66015,train
4467,MH976511.1,Phages,57472,train
4468,JN049605.1,Phages,51702,train
4469,NC_005841.1,Phages,41391,train
4470,MH937506.1,Phages,39069,train
4471,MH572404.1,Phages,4352,train
4472,MK448231.1,Phages,48131,train
4473,AY575774.1,Phages,43783,train
4474,MK448850.1,Phages,43082,train
4475,JX080304.2,Phages,148243,train
4476,NC_007019.1,Phages,34704,train
4477,KT254130.1,Phages,65762,train
4478,MH622934.2,Phages,4822,train
4479,GU244497.1,Phages,617453,train
4480,KX266385.1,Phages,5577,train
4481,JQ071499.1,Phages,129646,train
4482,KF669649.1,Phages,146193,train
4483,NC_042564.1,Phages,14504,train
4484,MK279911.1,Phages,46221,train
4485,MK448928.1,Phages,34653,train
4486,MK605244.1,Phages,147033,train
4487,MK892750.1,Phages,35172,train
4488,MK112546.1,Phages,68075,train
4489,NC_000924.1,Phages,61670,train
4490,NC_022988.1,Phages,74210,train
4491,AY251033.1,Phages,30728,train
4492,KT355473.1,Phages,15556,train
4493,MK686068.1,Phages,41376,train
4494,NC_025455.1,Phages,46237,train
4495,MK719738.1,Phages,80342,train
4496,AP011955.1,Phages,42461,train
4497,KR337644.1,Phages,29347,train
4498,MK301438.1,Phages,32312,train
4499,KX266335.1,Phages,5577,train
4500,MK448750.1,Phages,42146,train
4501,KX349272.1,Phages,175431,train
4502,MG099950.1,Phages,58499,train
4503,MF189177.1,Phages,49808,train
4504,MH616974.2,Phages,4495,train
4505,DQ441439.1,Phages,184170,train
4506,MH648961.1,Phages,4446,train
4507,MH572305.1,Phages,4571,train
4508,MG925348.1,Phages,69009,train
4509,MF448562.1,Phages,32555,train
4510,JQ991008.1,Phages,126125,train
4511,MK448408.1,Phages,12891,train
4512,KY979244.1,Phages,46455,train
4513,MK838109.1,Phages,42002,train
4514,MF285615.1,Phages,40048,train
4515,NC_024121.1,Phages,167266,train
4516,AY150271.2,Phages,39672,train
4517,KT361656.1,Phages,45653,train
4518,KX266502.1,Phages,5577,train
4519,JX880034.1,Phages,72570,train
4520,KP090453.1,Phages,40829,train
4521,JX649096.1,Phages,68884,train
4522,KU737350.1,Phages,162359,train
4523,JN116824.1,Phages,39474,train
4524,FJ436303.1,Phages,15192,train
4525,NC_005357.1,Phages,42493,train
4526,KC013028.1,Phages,28336,train
4527,MF155946.1,Phages,131976,train
4528,MN101220.1,Phages,43883,train
4529,GQ478088.1,Phages,37856,train
4530,KC701493.1,Phages,53369,train
4531,KX756572.1,Phages,41841,train
4532,MK448456.1,Phages,12167,train
4533,NC_021331.1,Phages,51821,train
4534,KT372697.1,Phages,66278,train
4535,MK962756.1,Phages,168306,train
4536,MK448547.1,Phages,10617,train
4537,KT001919.1,Phages,176055,train
4538,KX266303.1,Phages,5577,train
4539,NC_003390.2,Phages,46675,train
4540,MK962752.1,Phages,168349,train
4541,JN699002.1,Phages,41901,train
4542,KR091942.1,Phages,33133,train
4543,MN062708.1,Phages,52441,train
4544,NC_019713.1,Phages,78751,train
4545,KU998243.1,Phages,75462,train
4546,MK719732.1,Phages,81477,train
4547,KJ410134.1,Phages,52963,train
4548,MG675557.1,Phages,45263,train
4549,NC_004456.1,Phages,43198,train
4550,NC_009814.1,Phages,35822,train
4551,MK448941.1,Phages,45151,train
4552,KX266438.1,Phages,5577,train
4553,KP273225.1,Phages,52927,train
4554,NC_031902.1,Phages,125114,train
4555,NC_008721.2,Phages,36019,train
4556,MH616802.2,Phages,5593,train
4557,MH572288.1,Phages,4308,train
4558,NC_009762.3,Phages,47785,train
4559,NC_012756.1,Phages,31276,train
4560,MH320553.1,Phages,187558,train
4561,MH020249.1,Phages,51365,train
4562,KC700557.1,Phages,51552,train
4563,NC_022971.1,Phages,45344,train
4564,MN234230.1,Phages,59556,train
4565,KY229234.1,Phages,27660,train
4566,MK540283.1,Phages,171823,train
4567,NC_016763.1,Phages,43221,train
4568,NC_018855.1,Phages,169158,train
4569,EU744249.1,Phages,51478,train
4570,KY084243.1,Phages,39790,train
4571,KJ019125.1,Phages,179206,train
4572,MK892804.1,Phages,30686,train
4573,MF919518.1,Phages,56167,train
4574,EU849489.1,Phages,40287,train
4575,KY554761.1,Phages,27203,train
4576,DQ398046.1,Phages,68427,train
4577,NC_024369.2,Phages,41569,train
4578,NC_030913.1,Phages,58308,train
4579,FM180578.1,Phages,57248,train
4580,NC_024389.1,Phages,28336,train
4581,NC_027991.1,Phages,147303,train
4582,KX346236.1,Phages,30165,train
4583,MG967618.1,Phages,82931,train
4584,MH113814.1,Phages,46585,train
4585,KP007359.1,Phages,170473,train
4586,KX266323.1,Phages,5577,train
4587,KC736978.1,Phages,41475,train
4588,KJ489401.1,Phages,158750,train
4589,KP682392.1,Phages,65334,train
4590,KC139515.1,Phages,59245,train
4591,MH617580.2,Phages,4244,train
4592,MG872843.1,Phages,76299,train
4593,KY000219.1,Phages,62030,train
4594,MH001457.1,Phages,42446,train
4595,MH617683.2,Phages,4301,train
4596,KF767351.1,Phages,38269,train
4597,EF160123.1,Phages,45445,train
4598,EU826468.1,Phages,154906,train
4599,DQ079887.1,Phages,5386,train
4600,MH976513.1,Phages,57973,train
4601,MK892632.1,Phages,29951,train
4602,MH590602.1,Phages,57955,train
4603,MH572444.1,Phages,4399,train
4604,NC_015262.1,Phages,37664,train
4605,KY940711.1,Phages,121342,train
4606,MF431737.1,Phages,121986,train
4607,KJ596420.1,Phages,42600,train
4608,FJ982340.1,Phages,39896,train
4609,MK448816.1,Phages,34523,train
4610,MH638312.1,Phages,165676,train
4611,NC_031044.1,Phages,22179,train
4612,KR296694.1,Phages,63263,train
4613,KX266413.1,Phages,5577,train
4614,MK721186.1,Phages,41418,train
4615,MK448481.1,Phages,13211,train
4616,MH552532.1,Phages,52016,train
4617,JN255163.1,Phages,34719,train
4618,MK892788.1,Phages,29429,train
4619,NC_031030.2,Phages,167231,train
4620,NC_019721.1,Phages,40029,train
4621,KC900379.1,Phages,80955,train
4622,KR902983.1,Phages,29609,train
4623,MK448914.1,Phages,31633,train
4624,MF033351.1,Phages,41514,train
4625,V00657.1,Phages,5577,train
4626,MH617121.2,Phages,4222,train
4627,MH552504.2,Phages,6677,train
4628,KU886273.1,Phages,40207,train
4629,KU160651.1,Phages,49419,train
4630,NC_025460.1,Phages,42600,train
4631,MF919519.1,Phages,68804,train
4632,MK279880.1,Phages,43418,train
4633,MF775699.1,Phages,30541,train
4634,GQ153922.1,Phages,5577,train
4635,KR053194.1,Phages,49979,train
4636,MK373791.1,Phages,45536,train
4637,KX911187.2,Phages,44520,train
4638,MK686071.1,Phages,68430,train
4639,MK540459.1,Phages,171823,train
4640,MK892599.1,Phages,29090,train
4641,NC_014461.1,Phages,73453,train
4642,MK540391.1,Phages,171823,train
4643,MK318083.1,Phages,114901,train
4644,KY947509.1,Phages,27206,train
4645,KY994101.1,Phages,87646,train
4646,MH892384.1,Phages,36587,train
4647,MF001356.1,Phages,33010,train
4648,MH572371.1,Phages,3984,train
4649,EU744248.1,Phages,53572,train
4650,KF669650.1,Phages,56789,train
4651,MK540444.1,Phages,171823,train
4652,AF547430.1,Phages,68999,train
4653,KJ668717.1,Phages,8458,train
4654,NC_028849.1,Phages,53387,train
4655,MF448560.1,Phages,32529,train
4656,JF719727.1,Phages,5386,train
4657,NC_021868.1,Phages,58305,train
4658,MN234166.1,Phages,74355,train
4659,KX557276.1,Phages,93686,train
4660,MH744418.1,Phages,184281,train
4661,KY065470.1,Phages,33953,train
4662,NC_028832.1,Phages,61511,train
4663,DQ437584.1,Phages,184900,train
4664,KY787213.1,Phages,157665,train
4665,KX349256.1,Phages,175435,train
4666,KR093629.1,Phages,47875,train
4667,KP085586.1,Phages,50109,train
4668,MK448846.1,Phages,39241,train
4669,MK448407.1,Phages,11176,train
4670,MN101222.1,Phages,52904,train
4671,MH616995.2,Phages,4172,train
4672,KM199771.1,Phages,45718,train
4673,MK448950.1,Phages,42236,train
4674,KY471386.1,Phages,18275,train
4675,AB910393.1,Phages,64113,train
4676,KU998245.1,Phages,93577,train
4677,MH976508.1,Phages,57880,train
4678,MF324898.1,Phages,46854,train
4679,KT184390.1,Phages,50113,train
4680,JF704102.1,Phages,68293,train
4681,MK448446.1,Phages,11734,train
4682,MK448354.1,Phages,10073,train
4683,NC_031061.1,Phages,53431,train
4684,MG835568.1,Phages,40945,train
4685,KC736071.1,Phages,53359,train
4686,MF668268.1,Phages,41903,train
4687,MH727545.1,Phages,58129,train
4688,KU686210.1,Phages,185102,train
4689,NC_021348.1,Phages,156558,train
4690,AJ550940.2,Phages,41831,train
4691,MH572501.1,Phages,4215,train
4692,MH572417.1,Phages,4270,train
4693,JF704107.1,Phages,51578,train
4694,NC_023709.1,Phages,51308,train
4695,NC_028912.1,Phages,49717,train
4696,KY888143.2,Phages,30189,train
4697,MF140397.1,Phages,39122,train
4698,MH051260.1,Phages,156221,train
4699,AF513032.1,Phages,16784,train
4700,MK892590.1,Phages,32083,train
4701,NC_002515.1,Phages,11660,train
4702,JN939331.1,Phages,41148,train
4703,KJ133689.1,Phages,41143,train
4704,MH572337.1,Phages,4846,train
4705,MK359344.1,Phages,154072,train
4706,MG744354.1,Phages,81076,train
4707,MN175604.1,Phages,41486,train
4708,FJ608824.1,Phages,3606,train
4709,MH817022.1,Phages,25722,train
4710,NC_001426.1,Phages,3466,train
4711,MK075006.1,Phages,44311,train
4712,KF006818.1,Phages,109960,train
4713,JF719734.1,Phages,6407,train
4714,MK443264.1,Phages,92730,train
4715,KX266449.1,Phages,5577,train
4716,MH649019.2,Phages,4152,train
4717,MH399771.1,Phages,53123,train
4718,NC_019706.1,Phages,42780,train
4719,MH572471.1,Phages,4076,train
4720,JQ177064.1,Phages,44485,train
4721,MH572359.1,Phages,4383,train
4722,KU356690.1,Phages,69844,train
4723,KC139570.1,Phages,7614,train
4724,MK448469.1,Phages,16184,train
4725,KF614509.1,Phages,109558,train
4726,KT599441.1,Phages,68596,train
4727,MK053931.3,Phages,41823,train
4728,MH973661.1,Phages,36836,train
4729,NC_023593.1,Phages,76184,train
4730,DQ289555.1,Phages,40867,train
4731,MK450422.1,Phages,156319,train
4732,KX266448.1,Phages,5577,train
4733,NC_013646.1,Phages,38764,train
4734,KF620435.1,Phages,71629,train
4735,MF472893.1,Phages,50263,train
4736,KX815338.1,Phages,48941,train
4737,MK962634.1,Phages,46178,train
4738,AY055382.1,Phages,40149,train
4739,MK514282.1,Phages,223950,train
4740,MK892790.1,Phages,43913,train
4741,NC_029025.1,Phages,41843,train
4742,MN096357.1,Phages,61090,train
4743,KX266609.1,Phages,5577,train
4744,HM753683.1,Phages,5387,train
4745,MK250017.1,Phages,541724,train
4746,MH431933.1,Phages,38520,train
4747,JX182372.1,Phages,40474,train
4748,NC_002671.1,Phages,15179,train
4749,MK540243.1,Phages,171823,train
4750,KR337649.1,Phages,29339,train
4751,MK017820.1,Phages,18958,train
4752,NC_027993.1,Phages,43587,train
4753,MH807820.1,Phages,152515,train
4754,KX808131.1,Phages,59346,train
4755,KR136259.1,Phages,48689,train
4756,MH617045.2,Phages,4520,train
4757,MK284521.1,Phages,44268,train
4758,NC_005282.1,Phages,86155,train
4759,MF140434.1,Phages,59879,train
4760,MG708276.1,Phages,41489,train
4761,NC_030925.1,Phages,138081,train
4762,MN234222.1,Phages,41554,train
4763,NC_022751.1,Phages,42480,train
4764,MH616713.2,Phages,4683,train
4765,MH617377.2,Phages,4547,train
4766,NC_023553.1,Phages,53159,train
4767,AJ006589.3,Phages,41491,train
4768,KX369585.1,Phages,69000,train
4769,NC_022918.1,Phages,132123,train
4770,KJ627438.1,Phages,295119,train
4771,MH536818.1,Phages,52531,train
4772,KY065462.1,Phages,37192,train
4773,MK892756.1,Phages,31298,train
4774,MG820639.1,Phages,29784,train
4775,KY065465.1,Phages,34638,train
4776,NC_022790.1,Phages,4129,train
4777,MH572409.1,Phages,4124,train
4778,CP008753.1,Phages,37631,train
4779,KF114878.1,Phages,47417,train
4780,KY860935.1,Phages,47657,train
4781,MG711463.1,Phages,58391,train
4782,NC_031234.1,Phages,43982,train
4783,MG872833.1,Phages,51702,train
4784,EU816591.1,Phages,75811,train
4785,NC_005069.1,Phages,46339,train
4786,MN101219.1,Phages,43735,train
4787,MK016491.1,Phages,76377,train
4788,MK448533.1,Phages,12384,train
4789,KC139625.1,Phages,5726,train
4790,KX557279.1,Phages,44536,train
4791,MH617012.1,Phages,4381,train
4792,NC_025463.1,Phages,49640,train
4793,JN699003.1,Phages,69409,train
4794,AF226851.1,Phages,7051,train
4795,KX266309.1,Phages,5577,train
4796,MK448898.1,Phages,37997,train
4797,KT001914.1,Phages,85138,train
4798,CP027117.1,Phages,118485,train
4799,KY290948.1,Phages,173590,train
4800,JN699009.1,Phages,68992,train
4801,KJ025957.1,Phages,167266,train
4802,NC_004680.1,Phages,59471,train
4803,MH937460.1,Phages,40404,train
4804,KU640380.1,Phages,138081,train
4805,NC_008799.1,Phages,43282,train
4806,KX831080.1,Phages,157034,train
4807,DQ085810.2,Phages,6089,train
4808,JX262217.1,Phages,29574,train
4809,KP411017.1,Phages,40000,train
4810,MK448927.1,Phages,36484,train
4811,MN284898.1,Phages,52549,train
4812,MK433273.1,Phages,49750,train
4813,NC_028923.1,Phages,58472,train
4814,KT365401.1,Phages,49879,train
4815,MK892620.1,Phages,61408,train
4816,MK433264.1,Phages,55829,train
4817,NC_027373.1,Phages,29423,train
4818,MK448692.1,Phages,44662,train
4819,MK972713.1,Phages,30046,train
4820,KX664447.1,Phages,53300,train
4821,AY939843.2,Phages,45176,train
4822,NC_014467.1,Phages,176788,train
4823,MN234161.1,Phages,49604,train
4824,NC_029003.2,Phages,29733,train
4825,NC_024203.1,Phages,53513,train
4826,MK892768.1,Phages,57212,train
4827,KR337648.1,Phages,29594,train
4828,KP087952.1,Phages,5310,train
4829,MK359340.1,Phages,51263,train
4830,KX266369.1,Phages,5577,train
4831,KM819695.1,Phages,43642,train
4832,DQ836063.1,Phages,3573,train
4833,FR725450.1,Phages,23750,train
4834,NC_014662.1,Phages,165540,train
4835,KF669651.1,Phages,49246,train
4836,MH221128.1,Phages,197215,train
4837,NC_004617.1,Phages,42722,train
4838,KJ019103.1,Phages,217937,train
4839,NC_041834.1,Phages,24608,train
4840,KY065463.1,Phages,36344,train
4841,NC_026603.1,Phages,61251,train
4842,MH399783.1,Phages,17349,train
4843,HQ157198.1,Phages,4478,train
4844,KJ019048.1,Phages,178873,train
4845,KC139639.1,Phages,1002,train
4846,MH617058.2,Phages,5820,train
4847,MK112550.1,Phages,46139,train
4848,MH616835.2,Phages,4684,train
4849,MK448666.1,Phages,37952,train
4850,NC_028799.1,Phages,66708,train
4851,MK373775.1,Phages,164590,train
4852,NC_013644.1,Phages,37856,train
4853,KX266536.1,Phages,5577,train
4854,AY954953.1,Phages,44283,train
4855,DQ079894.1,Phages,5386,train
4856,KY295897.1,Phages,37775,train
4857,MK359339.1,Phages,155256,train
4858,KT997827.1,Phages,30127,train
4859,MK448906.1,Phages,35085,train
4860,NC_015266.1,Phages,40555,train
4861,KY065148.1,Phages,69396,train
4862,MG867727.1,Phages,170121,train
4863,JX501340.1,Phages,42874,train
4864,KT997826.1,Phages,39367,train
4865,MK448939.1,Phages,41549,train
4866,MG793454.2,Phages,50013,train
4867,NC_027293.1,Phages,87999,train
4868,KY065455.1,Phages,37252,train
4869,MH617078.2,Phages,6197,train
4870,NC_031237.1,Phages,49286,train
4871,MK482689.1,Phages,88409,train
4872,JF704105.1,Phages,59646,train
4873,MG944221.1,Phages,51690,train
4874,MN234165.1,Phages,60757,train
4875,EF380030.1,Phages,5386,train
4876,KU578077.1,Phages,50877,train
4877,MK540370.1,Phages,171823,train
4878,MH617108.2,Phages,4297,train
4879,NC_030919.1,Phages,42418,train
4880,MF158040.1,Phages,87570,train
4881,KT372693.1,Phages,65762,train
4882,MK279870.1,Phages,69197,train
4883,MH617567.2,Phages,4279,train
4884,KF626665.1,Phages,56147,train
4885,MK448562.1,Phages,7682,train
4886,MH153812.1,Phages,131801,train
4887,KJ578791.1,Phages,29323,train
4888,NC_023569.1,Phages,77837,train
4889,KJ019073.1,Phages,178993,train
4890,JQ011317.1,Phages,44784,train
4891,KP793110.1,Phages,29416,train
4892,MH617263.1,Phages,4282,train
4893,NC_001447.1,Phages,11965,train
4894,NC_019933.2,Phages,43870,train
4895,DQ079885.1,Phages,5386,train
4896,NC_028677.1,Phages,46596,train
4897,MH183162.1,Phages,97757,train
4898,MF580765.1,Phages,35481,train
4899,AY129338.1,Phages,110865,train
4900,JN698992.1,Phages,67949,train
4901,HG424323.1,Phages,48800,train
4902,MK919473.1,Phages,58690,train
4903,NC_021560.1,Phages,53102,train
4904,JQ245707.2,Phages,172474,train
4905,MH622918.1,Phages,4294,train
4906,MN098327.1,Phages,43727,train
4907,MH825701.1,Phages,52858,train
4908,KJ716334.1,Phages,40592,train
4909,MG839016.1,Phages,41770,train
4910,MH617467.1,Phages,6062,train
4911,MH341453.1,Phages,48286,train
4912,KX266382.1,Phages,5577,train
4913,MH572398.1,Phages,4355,train
4914,KJ019113.1,Phages,179254,train
4915,KX058879.1,Phages,33108,train
4916,NC_025452.1,Phages,155346,train
4917,MK016493.1,Phages,90743,train
4918,NC_017340.1,Phages,2821452,train
4919,AY129335.1,Phages,69777,train
4920,MK919476.1,Phages,43746,train
4921,JX901109.1,Phages,15192,train
4922,NC_031114.1,Phages,39235,train
4923,MN284893.1,Phages,71552,train
4924,JQ823122.1,Phages,35700,train
4925,MG711464.1,Phages,34075,train
4926,MH572292.1,Phages,4241,train
4927,KP087948.1,Phages,4817,train
4928,MF140399.1,Phages,46484,train
4929,KX266358.1,Phages,5577,train
4930,CP025901.1,Phages,33041,train
4931,MH572493.1,Phages,4230,train
4932,KT716493.1,Phages,51374,train
4933,NC_019407.1,Phages,218929,train
4934,NC_022087.1,Phages,53253,train
4935,GU949551.1,Phages,37664,train
4936,NC_022057.1,Phages,72108,train
4937,NC_009232.2,Phages,42572,train
4938,KM463009.1,Phages,53395,train
4939,MH206184.1,Phages,6062,train
4940,KF024723.1,Phages,57155,train
4941,MH651179.1,Phages,50849,train
4942,MF919510.1,Phages,65869,train
4943,NC_028655.1,Phages,39235,train
4944,KR093640.1,Phages,46782,train
4945,MK801727.1,Phages,53453,train
4946,MG775043.2,Phages,168403,train
4947,NC_018274.1,Phages,36847,train
4948,MK305888.1,Phages,36213,train
4949,NC_028942.1,Phages,68293,train
4950,MK892801.1,Phages,46204,train
4951,AP014858.1,Phages,158066,train
4952,NC_029098.1,Phages,133531,train
4953,EU855793.1,Phages,35638,train
4954,MK540318.1,Phages,171823,train
4955,MF476925.1,Phages,58387,train
4956,KY000080.1,Phages,167034,train
4957,MH929319.1,Phages,159398,train
4958,MH616804.2,Phages,4703,train
4959,MK448980.1,Phages,40798,train
4960,MK448459.1,Phages,12015,train
4961,MH617432.2,Phages,4364,train
4962,KY783914.1,Phages,80309,train
4963,MK494097.1,Phages,51373,train
4964,KM400683.2,Phages,109801,train
4965,JX262222.1,Phages,29612,train
4966,MH552571.2,Phages,5312,train
4967,MK112543.1,Phages,49943,train
4968,MH616994.1,Phages,4441,train
4969,MK448418.1,Phages,13486,train
4970,NC_030943.1,Phages,54990,train
4971,MH779517.1,Phages,52499,train
4972,MK250020.1,Phages,547991,train
4973,KY083061.1,Phages,51369,train
4974,AF323668.1,Phages,35538,train
4975,KP211958.1,Phages,188632,train
4976,MN234192.1,Phages,50793,train
4977,MK878898.1,Phages,50337,train
4978,MH617657.2,Phages,4148,train
4979,MK433275.1,Phages,50531,train
4980,JN191664.1,Phages,41992,train
4981,MF754111.1,Phages,43237,train
4982,KU998250.1,Phages,52684,train
4983,MF919511.1,Phages,68953,train
4984,MK524507.1,Phages,52147,train
4985,AY526909.1,Phages,42638,train
4986,MG253650.1,Phages,29423,train
4987,MK095205.1,Phages,42836,train
4988,AY050245.2,Phages,43106,train
4989,MK494108.1,Phages,52596,train
4990,MK448335.1,Phages,19697,train
4991,KX987158.1,Phages,53263,train
4992,MK620897.1,Phages,17453,train
4993,NC_023558.1,Phages,38966,train
4994,GQ153919.1,Phages,6407,train
4995,MK892534.1,Phages,32542,train
4996,MF775670.1,Phages,29157,train
4997,NC_016765.1,Phages,54024,train
4998,MH617060.1,Phages,5991,train
4999,MK279895.1,Phages,68983,train
5000,KT266805.1,Phages,63513,train
5001,AY394005.1,Phages,37611,train
5002,GU196277.1,Phages,43587,train
5003,MK448576.1,Phages,10927,train
5004,KP966108.1,Phages,36499,train
